Series▲▼;Product Image;Resistance Min.(Ω)▲▼;Resistance Max.(Ω)▲▼;E-Series▲▼;Tolerance(± %)▲▼;Power Rating(W)▲▼;Maximum Voltage(V)▲▼;TCR(± ppm/°C)▲▼;MountingTechnology▲▼;Size / Device Style▲▼;OperatingTemperature(°C)▲▼;Automotive▲▼;Image path
MR300 Series;Enlarge;50;1.2M;n/a;0.01;0.25;300;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1.2M;n/a;0.01;0.25;300;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1.2M;n/a;0.01;0.25;300;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1.2M;n/a;0.02;0.25;300;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1.2M;n/a;0.02;0.25;300;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1.2M;n/a;0.02;0.25;300;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1.2M;n/a;0.02;0.25;300;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1.2M;n/a;0.02;0.25;300;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1.2M;n/a;0.02;0.25;300;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1.2M;n/a;0.02;0.25;300;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1.2M;n/a;0.02;0.25;300;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.01;0.2;200;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.01;0.2;200;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.01;0.2;200;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.01;0.2;200;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.01;0.2;200;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.01;0.2;200;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.01;0.2;200;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.01;0.2;200;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.02;0.2;200;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.02;0.2;200;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.02;0.2;200;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.02;0.2;200;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.02;0.2;200;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.02;0.2;200;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.02;0.2;200;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;1M;n/a;0.02;0.2;200;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.01;0.33;400;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.01;0.33;400;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.01;0.33;400;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.01;0.33;400;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.01;0.33;400;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.01;0.33;400;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.01;0.33;400;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.01;0.33;400;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.02;0.33;400;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.02;0.33;400;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.02;0.33;400;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.02;0.33;400;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.02;0.33;400;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.02;0.33;400;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.02;0.33;400;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;2.5M;n/a;0.02;0.33;400;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.4;300;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.4;300;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.4;300;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.4;300;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.4;300;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.4;300;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.4;300;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.4;300;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.5;400;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.5;400;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.5;400;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.5;400;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.5;400;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.5;400;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.5;400;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.01;0.5;400;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.4;300;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.4;300;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.4;300;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.4;300;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.4;300;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.4;300;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.4;300;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.4;300;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.5;400;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.5;400;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.5;400;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.5;400;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.5;400;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.5;400;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.5;400;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;3.8M;n/a;0.02;0.5;400;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.01;0.12;150;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.01;0.12;150;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.01;0.12;150;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.01;0.12;150;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.01;0.12;150;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.01;0.12;150;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.01;0.12;150;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.01;0.12;150;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.02;0.12;150;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.02;0.12;150;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.02;0.12;150;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.02;0.12;150;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.02;0.12;150;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.02;0.12;150;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.02;0.12;150;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;400K;n/a;0.02;0.12;150;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.01;0.15;100;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.01;0.15;100;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.01;0.15;100;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.01;0.15;100;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.01;0.15;100;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.01;0.15;100;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.01;0.15;100;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.01;0.15;100;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.02;0.15;100;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.02;0.15;100;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.02;0.15;100;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.02;0.15;100;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.02;0.15;100;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.02;0.15;100;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.02;0.15;100;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;500K;n/a;0.02;0.15;100;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;0.75;600;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;0.75;600;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;0.75;600;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;0.75;600;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;0.75;600;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;0.75;600;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;0.75;600;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;0.75;600;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1;800;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1;800;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1;800;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1;800;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1;800;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1;800;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1;800;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1;800;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1.5;900;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1.5;900;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1.5;900;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1.5;900;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1.5;900;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1.5;900;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1.5;900;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;1.5;900;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;2;1000;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;2;1000;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;2;1000;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;2;1000;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;2;1000;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;2;1000;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;2;1000;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.01;2;1000;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.02;0.75;600;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.02;0.75;600;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.02;0.75;600;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.02;0.75;600;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31815.png
MR300 Series;Enlarge;50;6M;n/a;0.02;0.75;600;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;0.75;600;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;0.75;600;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;0.75;600;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1;800;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1;800;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1;800;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1;800;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1;800;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1;800;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1;800;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1;800;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1.5;900;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1.5;900;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1.5;900;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1.5;900;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1.5;900;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1.5;900;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1.5;900;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;1.5;900;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;2;1000;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;2;1000;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;2;1000;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;2;1000;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;2;1000;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;2;1000;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;2;1000;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;6M;n/a;0.02;2;1000;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.175;200;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.175;200;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.175;200;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.175;200;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.175;200;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.175;200;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.175;200;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.175;200;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.2;200;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.2;200;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.2;200;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.2;200;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.2;200;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.2;200;4500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.2;200;5;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.01;0.2;200;6000;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.02;0.175;200;10;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.02;0.175;200;2;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.02;0.175;200;30;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.02;0.175;200;3500;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
MR300 Series;Enlarge;50;750K;n/a;0.02;0.175;200;3900;Through-hole;Axial;-55 to +145;No;image/resistors-fixed/31816.png
